Id,Active_cust,estimated_income,months_on_network,complaints_count,plan_changes_count,relocated_new_place,monthly_bill_avg,CSAT_Survay_Score,high_talktime_flag,internet_time
4973,Yes,50861,118,1,2,No,66.84,2,Yes,176
4974,No,74787,38,0,1,Yes,35.03,3,No,221
4975,Yes,51411,4,0,0,No,83.89,1,No,115
4976,Yes,55047,98,1,2,No,95.55,1,Yes,198
4977,Yes,73673,102,1,0,No,115.61,3,No,115
4978,Yes,58017,4,1,2,Yes,68.27,3,No,185
4979,Yes,68410,3,0,0,No,31.07,2,No,220
4980,Yes,70546,40,0,1,No,129.85,1,No,168
4981,No,36457,51,0,2,No,182.8,3,No,240
4982,Yes,74555,4,0,3,No,57.8,2,No,87
4983,Yes,46247,75,0,4,No,164.68,1,No,186
4984,No,42778,5,0,2,No,196.15,1,No,240
4985,Yes,50467,93,0,0,No,105.04,5,No,141
4986,Yes,81289,106,1,3,No,159.37,4,No,149
4987,No,32992,37,0,4,Yes,119.62,3,Yes,210
4988,Yes,78019,113,0,1,Yes,84.13,1,No,233
4989,No,71791,106,2,3,No,92.05,3,Yes,171
4990,No,66486,50,1,1,No,173.79,3,Yes,11
4991,No,69933,7,1,2,No,192.71,1,No,63
4992,Yes,59197,72,2,3,No,115.12,3,Yes,12
4993,Yes,78645,5,3,2,No,66.74,3,No,164
4994,Yes,56468,80,0,2,No,134.77,5,Yes,130
4995,Yes,32502,107,1,2,No,40.28,1,No,155
4996,No,63455,44,0,0,No,41.43,5,No,180
4997,Yes,81027,91,0,3,No,69.86,5,No,51
4998,Yes,74840,97,0,1,No,105.21,3,No,70
4999,No,101288,28,0,4,No,87.34,2,No,66
5000,Yes,59936,82,0,1,No,32.0,2,No,89
5001,Yes,61784,26,0,2,Yes,181.73,4,No,144
5002,Yes,60333,81,1,1,Yes,91.48,2,No,63
5003,No,49473,68,0,1,No,86.25,2,No,23
5004,Yes,55537,5,1,4,No,118.98,5,No,17
5005,No,44222,83,1,2,No,106.01,5,No,156
5006,Yes,20000,89,1,3,No,131.58,3,No,109
5007,No,53395,112,1,1,No,131.26,2,No,215
5008,No,65469,25,0,3,No,70.09,2,No,178
5009,Yes,77614,47,1,4,No,147.4,2,Yes,18
5010,Yes,53486,70,2,0,No,55.63,5,No,50
5011,Yes,53718,39,0,4,No,86.53,3,Yes,183
5012,No,85612,3,0,2,Yes,103.68,4,No,94
5013,Yes,38376,72,1,1,No,192.09,3,No,102
5014,Yes,61734,61,1,0,No,138.48,1,No,219
5015,Yes,84145,47,0,1,No,143.09,2,No,14
5016,Yes,50831,83,0,4,No,90.6,1,Yes,69
5017,Yes,34329,50,1,1,No,89.89,3,No,48
5018,Yes,99136,13,0,1,No,168.46,4,Yes,55
5019,Yes,80985,48,1,3,No,111.73,5,Yes,32
5020,No,81607,17,1,2,No,122.38,1,Yes,41
5021,Yes,63213,13,2,3,No,38.95,1,No,187
5022,Yes,77812,1,1,4,No,190.49,1,No,220
5023,No,20000,1,0,1,No,54.42,3,No,123
5024,No,56254,71,0,4,Yes,49.12,5,No,205
5025,No,83951,62,1,0,No,86.59,1,No,55
5026,Yes,37081,91,1,3,No,86.81,3,No,112
5027,Yes,58330,1,1,1,No,86.08,3,No,210
5028,Yes,71393,0,0,4,No,108.98,5,No,153
5029,No,49314,91,0,4,Yes,171.34,5,No,131
5030,Yes,65147,20,1,4,No,184.12,4,No,97
5031,Yes,72713,21,0,0,No,111.09,2,Yes,40
5032,Yes,71039,73,1,4,No,68.67,4,Yes,124
5033,Yes,56985,79,1,2,No,162.34,2,No,54
5034,Yes,48418,58,0,3,No,93.66,4,No,37
5035,Yes,72923,107,1,1,No,70.64,4,Yes,47
5036,Yes,71783,18,0,2,No,169.24,3,No,105
5037,Yes,70800,21,0,3,No,154.83,5,No,225
5038,No,67289,68,3,4,Yes,86.92,4,Yes,41
5039,No,71802,21,2,3,No,110.68,3,No,138
5040,No,82539,12,0,0,No,125.74,1,No,51
5041,No,71199,82,0,2,Yes,173.12,2,Yes,137
5042,Yes,66954,83,2,4,No,78.52,4,No,117
5043,Yes,54462,2,2,3,No,71.49,1,No,236
5044,Yes,92717,56,1,3,No,184.33,3,No,129
5045,Yes,42539,81,1,2,Yes,57.48,5,Yes,163
5046,Yes,60944,77,1,4,No,45.43,2,No,10
5047,Yes,54818,100,0,3,No,158.67,5,Yes,239
5048,Yes,28457,14,0,4,No,194.58,1,No,232
5049,Yes,72076,20,2,0,No,127.4,4,No,211
5050,Yes,60934,36,0,4,No,87.63,2,No,50
5051,Yes,65637,16,1,0,Yes,148.99,3,No,19
5052,No,61423,102,0,1,No,148.03,1,Yes,49
5053,Yes,80065,120,2,1,No,114.5,3,No,158
5054,Yes,82629,24,1,2,No,46.44,5,No,157
5055,Yes,42974,74,0,0,No,34.53,3,No,24
5056,Yes,100306,42,0,3,No,78.16,3,No,74
5057,Yes,60196,49,0,4,No,89.82,3,No,36
5058,Yes,76751,14,1,4,No,136.6,1,No,137
5059,Yes,68606,66,0,0,No,155.77,5,No,81
5060,Yes,67114,29,1,3,No,175.97,1,Yes,76
5061,No,76136,76,1,3,No,105.97,4,No,214
5062,No,91366,56,0,0,No,141.38,4,Yes,238
5063,Yes,80541,6,0,2,No,174.8,2,No,155
5064,Yes,60133,77,0,0,No,182.56,3,No,110
5065,No,63315,100,2,3,No,178.39,2,Yes,29
5066,Yes,53730,112,1,1,No,193.26,5,No,131
5067,Yes,79303,50,0,0,No,40.39,3,Yes,41
5068,Yes,76798,17,2,4,No,130.32,1,No,116
5069,No,58157,83,0,2,No,126.78,4,Yes,51
5070,Yes,91530,79,2,4,No,177.92,5,No,111
5071,Yes,86476,72,0,0,No,64.91,5,No,147
5072,No,101470,53,2,4,No,81.59,5,No,156
5073,Yes,49203,47,2,3,No,117.75,2,Yes,239
5074,Yes,62996,94,0,0,No,72.97,2,No,108
5075,No,61069,24,1,2,No,152.46,2,No,19
5076,Yes,117074,76,2,2,No,162.67,4,No,12
5077,Yes,65196,81,2,4,No,190.24,3,No,196
5078,Yes,90303,65,0,0,No,198.44,5,No,156
5079,Yes,85695,17,0,1,No,191.98,2,No,39
5080,Yes,63321,30,0,4,No,74.91,3,No,128
5081,Yes,66110,19,1,4,No,80.69,4,No,85
5082,Yes,75455,92,0,3,No,93.17,5,No,194
5083,No,90156,57,0,0,No,55.03,2,No,133
5084,Yes,61559,30,1,1,No,31.59,2,Yes,195
5085,Yes,54828,12,2,4,No,52.15,4,No,114
5086,Yes,83645,82,1,0,No,84.34,5,No,97
5087,No,42062,73,1,2,No,104.51,1,No,148
5088,Yes,70054,53,2,1,No,79.37,3,Yes,28
5089,Yes,86203,107,0,2,No,162.48,3,No,70
5090,Yes,73604,87,0,0,No,167.85,2,Yes,48
5091,Yes,53660,19,0,0,No,198.08,1,No,224
5092,Yes,44975,21,0,3,No,65.47,2,No,89
5093,No,88741,90,0,1,Yes,93.74,1,No,24
5094,Yes,61486,111,1,1,No,82.42,1,Yes,88
5095,Yes,46971,118,0,2,No,103.52,3,No,184
5096,Yes,87777,114,0,2,No,193.02,1,No,40
5097,No,81020,104,3,1,No,111.26,5,No,216
5098,Yes,43965,59,1,1,No,51.46,4,No,155
5099,Yes,115286,29,0,3,No,32.1,2,No,62
5100,Yes,54189,99,0,1,No,78.98,5,No,185
5101,Yes,80680,107,0,0,No,43.01,2,No,61
5102,Yes,104731,87,2,0,No,63.69,3,No,9
5103,Yes,82764,98,3,3,No,125.44,2,Yes,224
5104,Yes,70183,2,0,2,No,154.35,2,No,215
5105,Yes,36354,87,0,2,No,78.82,3,No,149
5106,Yes,105820,111,0,4,Yes,139.19,5,Yes,53
5107,Yes,82302,88,0,3,No,48.7,3,Yes,74
5108,Yes,36702,2,0,3,No,93.27,2,Yes,114
5109,No,95892,19,1,0,No,188.56,5,No,222
5110,No,66223,24,1,0,No,194.17,1,Yes,30
5111,No,59446,36,0,4,No,160.29,5,No,209
5112,No,53557,16,0,4,No,33.46,1,No,193
5113,Yes,68423,47,0,0,No,41.74,4,Yes,155
5114,No,81159,26,0,0,No,53.43,4,Yes,139
5115,Yes,55106,24,0,1,No,87.88,1,Yes,11
5116,Yes,67551,31,0,4,No,135.54,1,Yes,224
5117,Yes,132612,67,1,1,No,186.0,4,No,165
5118,Yes,74513,64,1,1,No,68.2,4,Yes,192
5119,No,84318,63,3,1,No,42.59,3,No,56
5120,Yes,45834,24,0,0,No,171.47,4,No,217
5121,Yes,37851,17,0,3,No,134.52,2,Yes,143
5122,No,94290,40,0,0,No,139.68,4,No,125
5123,Yes,88581,40,0,0,No,132.54,5,No,186
5124,Yes,99277,103,0,2,No,194.89,4,Yes,139
5125,No,63408,76,0,1,No,52.3,2,Yes,44
5126,Yes,90086,1,2,0,Yes,148.38,1,No,35
5127,Yes,20000,4,0,1,No,131.89,5,Yes,224
5128,Yes,75824,25,1,0,No,34.86,1,No,16
5129,Yes,85660,29,1,1,No,67.94,1,No,26
5130,No,51234,24,2,3,No,173.92,1,No,25
5131,Yes,86116,59,1,3,No,150.24,4,No,153
5132,Yes,61404,52,1,0,No,45.67,1,Yes,156
5133,Yes,63405,114,1,1,Yes,60.47,5,No,74
5134,Yes,59828,87,1,2,No,185.44,2,No,81
5135,No,96626,29,0,2,Yes,145.94,5,No,31
5136,Yes,55912,50,2,2,No,177.15,5,No,99
5137,Yes,53466,65,0,2,No,128.67,3,Yes,19
5138,Yes,47855,113,0,2,No,90.13,5,No,194
5139,Yes,57628,58,1,4,Yes,98.54,5,Yes,47
5140,No,68900,47,0,1,No,129.3,5,No,36
5141,Yes,77771,43,1,3,No,56.2,3,Yes,205
5142,Yes,49934,48,1,4,No,174.43,4,Yes,186
5143,Yes,72458,102,0,1,No,134.23,3,Yes,108
5144,No,77239,30,0,0,No,125.35,4,No,179
5145,Yes,46344,5,3,2,No,102.08,5,Yes,110
5146,No,66262,28,0,0,No,88.88,5,No,203
5147,Yes,63303,3,0,4,Yes,97.42,1,No,122
5148,No,66476,13,2,0,No,198.79,1,No,4
5149,Yes,54400,116,0,4,No,114.49,4,Yes,217
5150,Yes,62290,15,3,3,No,115.57,3,Yes,53
5151,Yes,65621,21,0,3,No,73.86,1,No,225
5152,Yes,102280,12,0,0,No,110.57,1,Yes,228
5153,No,65894,96,2,1,No,175.36,2,Yes,178
5154,No,91768,0,3,0,No,73.99,3,Yes,119
5155,Yes,93282,52,2,3,No,192.86,5,No,92
5156,Yes,38620,22,0,0,No,133.74,4,No,29
5157,Yes,59176,64,0,3,No,191.92,4,Yes,51
5158,No,93323,32,0,4,No,92.41,5,No,100
5159,Yes,68622,43,0,2,No,116.1,5,No,95
5160,Yes,62672,20,1,3,No,151.82,4,No,126
5161,Yes,80000,23,1,3,No,155.44,5,Yes,144
5162,Yes,86350,26,0,3,No,61.87,4,Yes,133
5163,Yes,64412,95,1,4,No,93.55,5,No,57
5164,Yes,59434,83,0,4,Yes,157.64,2,No,127
5165,Yes,20000,112,0,3,No,66.75,4,No,222
5166,No,65941,82,1,2,No,80.67,3,No,208
5167,Yes,57376,19,0,2,No,184.36,1,Yes,163
5168,Yes,44869,51,3,0,Yes,52.79,3,No,114
5169,Yes,60893,53,0,0,No,73.7,5,No,130
5170,No,56651,8,1,0,No,81.99,1,No,175
5171,Yes,68383,62,0,0,No,151.21,5,No,20
5172,Yes,59419,28,1,0,No,131.76,3,Yes,27
5173,Yes,73939,81,2,1,No,100.59,4,Yes,126
5174,Yes,68478,78,0,2,No,146.34,1,Yes,45
5175,Yes,90470,41,0,2,No,86.27,5,No,229
5176,No,54314,58,1,0,No,190.62,1,Yes,191
5177,No,100596,33,0,4,No,190.69,4,Yes,84
5178,Yes,86344,30,0,4,No,130.08,3,Yes,17
5179,Yes,94734,111,1,3,No,138.92,1,No,44
5180,No,70055,79,1,0,No,82.68,1,Yes,160
5181,Yes,59373,77,0,4,No,90.88,5,Yes,156
5182,No,54241,100,1,3,No,39.14,1,No,175
5183,Yes,100047,100,1,3,No,173.02,5,No,187
5184,No,86933,111,2,4,No,71.46,5,Yes,231
5185,No,44837,111,0,3,No,185.43,5,Yes,5
5186,No,84552,50,0,0,No,104.87,4,No,87
5187,Yes,48492,120,0,3,Yes,188.73,3,Yes,51
5188,Yes,71485,101,0,4,No,174.88,1,No,94
5189,No,81518,24,0,3,No,131.41,1,Yes,146
5190,Yes,94159,106,0,4,No,178.14,3,Yes,237
5191,Yes,69750,22,0,1,No,186.9,2,No,22
5192,No,62320,1,0,0,No,125.46,2,Yes,179
5193,No,65882,15,0,2,No,198.42,1,No,102
5194,No,86336,10,0,0,No,88.27,2,No,227
5195,Yes,80767,14,0,1,No,76.0,2,No,42
5196,No,64673,27,1,4,Yes,57.23,2,No,1
5197,No,27733,110,0,1,No,104.96,4,No,235
5198,Yes,20000,10,0,0,No,114.87,2,No,178
5199,Yes,69506,80,0,3,No,53.98,5,No,218
5200,Yes,41375,39,0,0,No,55.99,2,No,118
5201,Yes,54423,89,1,0,No,40.13,1,No,56
5202,No,60461,95,2,4,No,34.02,3,No,222
5203,Yes,106529,51,0,3,No,156.27,4,No,112
5204,No,67447,22,1,0,No,100.4,4,Yes,209
5205,No,79399,19,1,3,No,167.82,1,No,51
5206,Yes,75090,81,0,4,No,104.92,2,Yes,31
5207,No,20000,27,0,2,No,173.59,3,Yes,115
5208,Yes,57010,102,0,2,No,148.71,4,Yes,45
5209,No,40599,6,0,0,No,53.86,2,Yes,55
5210,Yes,99544,27,1,1,No,67.12,3,No,67
5211,No,28613,82,0,3,No,36.58,4,Yes,25
5212,Yes,56583,82,1,2,No,118.12,2,No,105
5213,Yes,59785,108,0,1,No,135.75,4,No,178
5214,No,45283,113,1,3,No,56.77,1,No,215
5215,Yes,67028,108,1,1,No,121.95,4,Yes,86
5216,Yes,64154,90,0,1,Yes,176.66,2,Yes,108
5217,Yes,68260,79,1,0,No,180.3,4,No,182
5218,No,75049,88,1,1,No,65.87,3,Yes,170
5219,Yes,69736,98,0,4,No,90.14,5,No,16
5220,Yes,72609,12,0,1,No,77.25,4,No,15
5221,Yes,87244,29,0,2,No,150.3,1,No,215
5222,Yes,32006,67,1,1,No,70.22,3,Yes,236
5223,Yes,78999,97,0,3,No,91.98,5,Yes,89
5224,Yes,44085,118,1,1,Yes,135.38,2,No,166
5225,Yes,52152,54,0,4,No,63.04,5,No,74
5226,Yes,67421,32,1,1,Yes,88.84,5,Yes,200
5227,Yes,73226,114,0,0,No,178.98,2,No,182
5228,No,75581,40,0,4,No,54.03,4,No,172
5229,Yes,46097,43,0,3,No,87.72,1,No,109
5230,Yes,97623,80,0,3,No,143.09,1,No,112
5231,Yes,56642,118,2,3,No,131.2,2,Yes,166
5232,Yes,50611,104,0,1,No,50.01,2,No,79
5233,No,39561,7,3,1,No,85.91,5,No,132
5234,Yes,37589,47,0,3,No,43.93,2,No,224
5235,Yes,37004,48,0,4,No,53.61,5,No,167
5236,Yes,71287,52,0,1,No,37.33,4,No,91
5237,Yes,77083,2,2,0,No,181.53,2,Yes,173
5238,Yes,47715,101,0,1,No,80.21,4,Yes,110
5239,Yes,42162,33,3,1,No,84.8,5,No,63
5240,Yes,60767,23,2,2,No,138.41,3,No,116
5241,No,66945,15,0,0,No,53.33,4,Yes,185
5242,Yes,70259,100,1,0,Yes,155.22,2,No,130
5243,Yes,45714,54,1,4,No,44.87,3,No,143
5244,No,61656,7,1,1,No,145.7,2,Yes,197
5245,No,96343,98,2,2,No,94.21,5,Yes,16
5246,Yes,41104,57,0,3,No,95.8,5,No,217
5247,No,64417,64,0,2,No,193.82,3,Yes,19
5248,No,74999,9,0,3,No,196.92,1,No,106
5249,Yes,45642,119,0,3,No,165.49,3,No,161
5250,Yes,77226,18,0,3,No,48.67,4,No,176
5251,Yes,38215,71,1,4,No,123.46,3,No,168
5252,No,77690,24,3,0,No,129.79,2,Yes,203
5253,Yes,65867,70,0,0,No,181.81,3,Yes,34
5254,Yes,36611,68,1,4,Yes,162.33,1,No,104
5255,No,78753,75,0,3,No,137.79,3,No,85
5256,Yes,47082,95,0,0,No,71.14,3,Yes,187
5257,Yes,61933,111,1,0,No,75.6,4,No,200
5258,Yes,77603,52,0,0,No,51.56,3,No,21
5259,Yes,45711,105,2,2,No,191.39,3,No,62
5260,No,54434,81,1,4,No,157.35,5,No,206
5261,Yes,87523,60,3,1,No,60.75,3,No,39
5262,No,23603,7,0,4,No,162.35,1,No,82
5263,Yes,93373,83,0,3,No,81.71,5,No,33
5264,Yes,35714,15,0,2,No,132.0,2,No,115
5265,No,51014,65,1,0,No,85.46,3,Yes,134
5266,Yes,70648,84,2,4,No,184.9,2,Yes,159
5267,Yes,77062,65,2,1,No,90.93,3,Yes,226
5268,Yes,70959,23,0,4,No,193.56,5,Yes,123
5269,No,65945,23,0,2,No,45.33,3,Yes,167
5270,Yes,56279,60,1,1,No,180.48,4,No,195
5271,Yes,96225,109,3,2,No,60.53,2,No,189
5272,Yes,80459,109,1,0,No,161.04,3,No,156
5273,Yes,88512,41,1,1,No,53.51,5,Yes,191
5274,No,56572,73,1,1,No,153.74,4,Yes,223
5275,Yes,20000,42,2,3,No,70.53,3,Yes,25
5276,Yes,85400,43,0,1,No,37.04,5,No,113
5277,Yes,72128,73,0,4,No,57.01,5,Yes,175
5278,Yes,68657,23,1,1,No,168.83,3,Yes,166
5279,No,53652,46,1,0,No,159.1,2,No,207
5280,Yes,58037,57,1,4,No,128.05,5,No,49
5281,No,53019,102,0,3,No,120.99,1,No,75
5282,Yes,65903,42,0,4,No,38.05,1,No,101
5283,Yes,42286,115,1,4,No,90.06,5,No,24
5284,No,80252,118,2,2,No,183.53,2,Yes,83
5285,Yes,105732,109,2,1,No,99.98,1,No,86
5286,No,53046,10,1,3,No,141.62,4,No,113
5287,No,33144,77,0,2,No,123.18,5,No,165
5288,Yes,62959,60,0,1,Yes,185.09,2,Yes,79
5289,Yes,71304,106,0,1,No,44.37,5,Yes,217
5290,No,74065,92,1,0,No,106.37,3,Yes,91
5291,Yes,97050,6,0,3,No,63.77,3,No,116
5292,Yes,81316,11,3,1,No,130.41,1,Yes,22
5293,Yes,28768,80,0,2,Yes,96.06,5,Yes,100
5294,Yes,40280,38,0,0,Yes,135.89,3,No,33
5295,No,73113,12,1,1,No,42.13,4,No,236
5296,Yes,55916,49,0,0,No,32.34,1,Yes,199
5297,Yes,95302,61,0,2,No,84.5,5,No,187
5298,Yes,46257,26,0,2,No,57.93,5,No,134
5299,Yes,84214,86,1,1,No,51.71,4,No,38
5300,Yes,52013,26,1,3,No,158.15,1,No,44
5301,No,70243,8,1,2,No,197.52,3,Yes,150
5302,Yes,48441,62,1,3,No,85.98,4,No,79
5303,No,76177,67,1,4,No,181.11,2,No,186
5304,No,86454,7,1,3,No,99.27,1,Yes,12
5305,Yes,70059,101,2,3,No,186.36,2,No,181
5306,Yes,103182,82,2,1,No,32.52,2,No,57
5307,Yes,50591,118,1,0,No,135.88,2,No,24
5308,Yes,66959,43,2,2,No,128.01,5,No,93
5309,No,81916,21,2,1,No,152.9,2,No,51
5310,No,46004,108,0,2,No,41.83,5,Yes,131
5311,Yes,66245,120,0,2,No,62.91,2,No,3
5312,Yes,78280,82,4,3,No,135.61,2,Yes,64
5313,No,83583,1,0,2,No,72.2,4,Yes,170
5314,No,87836,69,1,0,No,160.52,1,Yes,162
5315,Yes,47618,72,2,2,No,181.72,2,No,58
5316,Yes,70765,43,0,4,No,169.34,5,Yes,143
5317,Yes,38701,14,0,0,No,146.23,2,No,174
5318,No,50512,36,0,0,No,108.84,4,Yes,161
5319,Yes,61517,37,1,4,No,168.47,1,Yes,109
5320,Yes,87880,113,0,3,No,183.03,1,No,111
5321,Yes,75558,41,1,2,No,191.44,3,Yes,139
5322,Yes,65801,20,1,1,No,180.34,5,No,134
5323,Yes,73973,19,1,1,No,40.74,4,No,233
5324,No,75424,74,0,4,Yes,56.65,1,Yes,173
5325,Yes,72380,104,0,0,No,163.15,4,No,125
5326,Yes,53498,99,0,4,No,94.45,3,No,87
5327,Yes,45866,71,2,0,No,76.57,3,No,105
5328,Yes,60534,42,2,0,Yes,80.24,4,No,26
5329,Yes,49122,55,2,0,No,31.03,1,Yes,59
5330,Yes,77425,92,1,2,No,159.35,2,Yes,9
5331,Yes,95579,91,0,1,No,70.1,2,No,113
5332,Yes,76272,72,0,2,No,87.89,3,Yes,76
5333,Yes,28797,33,1,1,No,59.59,2,No,133
5334,Yes,52334,8,1,2,No,49.06,5,Yes,20
5335,No,65362,27,1,0,No,191.48,4,No,25
5336,No,36304,37,1,4,No,196.47,4,No,144
5337,Yes,65623,102,1,2,Yes,114.01,4,No,144
5338,Yes,74386,3,0,0,No,35.33,4,Yes,233
5339,No,93177,82,1,2,No,38.2,3,No,186
5340,Yes,101374,101,1,0,No,178.17,5,Yes,163
5341,No,41169,96,2,0,No,121.41,2,No,12
5342,No,62668,55,0,0,No,187.89,3,Yes,13
5343,Yes,62920,43,1,2,Yes,141.63,4,No,36
5344,Yes,50739,88,0,3,No,182.91,1,No,232
5345,No,66972,91,0,2,No,94.99,4,No,131
5346,Yes,63398,50,1,3,No,46.69,3,Yes,138
5347,Yes,77276,81,1,4,No,69.78,3,No,116
5348,Yes,92132,67,0,4,No,104.75,5,No,61
5349,Yes,67647,54,1,2,No,68.09,1,Yes,38
5350,Yes,55199,50,1,0,No,168.97,3,Yes,9
5351,No,44489,99,1,0,No,142.31,5,Yes,233
5352,No,105849,71,0,0,No,171.48,4,No,9
5353,Yes,83137,77,0,4,No,168.3,2,No,107
5354,Yes,72994,64,1,3,No,166.37,3,Yes,218
5355,Yes,61680,65,1,0,No,133.49,3,No,48
5356,Yes,97237,9,0,0,No,113.25,2,No,141
5357,Yes,61807,12,0,4,Yes,196.23,4,Yes,133
5358,No,30757,116,0,0,No,35.26,3,Yes,150
5359,No,70300,70,0,3,No,76.3,2,No,135
5360,Yes,40443,102,1,2,No,162.58,5,Yes,45
5361,Yes,70375,84,0,4,No,169.26,1,Yes,34
5362,Yes,91882,96,1,4,No,70.69,5,No,97
5363,Yes,31549,14,0,1,No,160.22,5,No,223
5364,Yes,47007,48,2,4,No,152.11,5,Yes,100
5365,Yes,82294,85,1,4,No,167.93,4,Yes,171
5366,No,55010,55,0,1,No,136.88,4,No,42
5367,Yes,73303,55,2,4,No,175.06,1,Yes,15
5368,Yes,73346,112,2,2,No,153.66,5,Yes,109
5369,No,82791,116,1,1,No,161.15,4,No,169
5370,Yes,52068,91,3,2,No,45.64,2,No,187
5371,Yes,20000,83,1,2,Yes,120.55,4,Yes,114
5372,Yes,72937,97,1,4,Yes,138.61,5,Yes,108
5373,Yes,33619,72,0,4,No,84.16,1,Yes,214
5374,No,83703,88,0,4,No,50.3,1,No,156
5375,Yes,64154,43,1,3,No,53.08,1,No,67
5376,No,59079,18,0,1,No,44.96,2,Yes,100
5377,Yes,78811,44,0,1,No,120.42,1,No,91
5378,Yes,30163,114,2,4,No,48.84,2,Yes,136
5379,No,60995,73,0,2,No,107.35,5,No,210
5380,Yes,73957,6,0,2,No,188.64,5,No,106
5381,Yes,70056,75,2,2,No,198.79,3,Yes,199
5382,Yes,55223,59,2,1,No,198.82,3,No,227
5383,Yes,55425,41,1,4,Yes,103.58,5,No,212
5384,Yes,95864,33,0,4,No,180.92,3,No,3
5385,Yes,83253,64,0,3,No,146.59,5,No,149
5386,Yes,51716,46,0,1,No,68.66,1,No,35
5387,Yes,91969,2,0,4,Yes,166.75,3,Yes,143
5388,No,80101,117,0,4,No,82.02,1,Yes,232
5389,Yes,74767,33,1,1,No,132.75,5,No,47
5390,No,75531,45,0,0,No,53.78,4,Yes,118
5391,Yes,42077,96,2,0,No,112.88,3,Yes,103
5392,Yes,95105,97,1,3,No,195.16,2,No,182
5393,No,84030,77,1,1,No,80.98,4,No,47
5394,Yes,69902,18,0,3,No,193.47,2,No,101
5395,No,69872,56,0,1,No,30.84,2,No,222
5396,Yes,63170,99,1,0,No,197.76,3,No,213
5397,Yes,53625,10,2,4,No,39.28,2,No,219
5398,Yes,75690,26,0,1,No,131.92,3,No,211
5399,Yes,49091,68,0,0,No,195.98,5,Yes,56
5400,No,68013,40,1,2,No,30.15,2,No,65
5401,Yes,66947,55,0,3,No,97.33,2,No,207
5402,No,72703,105,0,2,Yes,181.85,4,No,197
5403,No,83824,14,1,2,No,142.16,5,Yes,207
5404,Yes,73066,8,0,3,No,111.85,5,Yes,160
5405,Yes,78871,5,1,4,No,83.35,4,No,206
5406,No,26201,82,1,2,No,68.05,4,No,149
5407,No,74208,94,1,2,No,46.89,1,Yes,160
5408,Yes,66501,97,0,3,No,137.0,2,Yes,31
5409,Yes,72434,101,0,1,No,84.1,2,Yes,32
5410,Yes,54418,27,0,4,No,90.91,1,No,220
5411,Yes,88018,34,1,0,No,117.2,5,Yes,229
5412,Yes,70008,51,0,3,No,98.62,3,No,32
5413,No,50103,62,0,1,No,140.9,3,No,125
5414,Yes,53633,7,1,4,No,77.06,3,No,176
5415,Yes,83055,28,2,4,No,146.19,1,Yes,27
5416,Yes,63294,0,1,0,No,84.53,2,No,75
5417,Yes,64905,41,2,0,No,97.78,2,Yes,121
5418,Yes,61045,18,1,4,No,89.65,3,Yes,192
5419,Yes,85222,4,0,2,No,139.48,3,Yes,127
5420,Yes,74646,58,0,0,No,71.63,1,Yes,196
5421,Yes,41257,56,3,4,No,77.08,5,No,47
5422,Yes,45484,38,0,0,No,151.6,1,No,208
5423,No,65091,2,2,2,No,163.8,1,No,221
5424,Yes,52139,71,1,1,No,166.31,5,Yes,154
5425,Yes,21789,40,1,1,No,101.3,2,No,67
5426,Yes,50099,81,1,0,No,52.39,5,No,210
5427,No,59429,70,0,2,No,59.29,5,No,21
5428,Yes,56999,84,0,4,No,174.83,4,No,206
5429,Yes,79415,37,2,3,No,37.77,1,Yes,211
5430,No,20309,100,0,0,No,138.02,2,No,72
5431,Yes,49552,25,1,4,No,174.48,4,No,94
5432,Yes,80913,33,0,4,No,185.62,4,No,120
5433,Yes,51646,86,0,4,No,111.43,1,Yes,42
5434,Yes,40772,20,0,4,No,185.36,1,Yes,231
5435,Yes,51385,32,0,2,No,114.12,4,Yes,148
5436,No,73924,19,2,3,No,42.18,4,No,144
5437,Yes,59931,21,1,1,Yes,80.51,4,No,150
5438,No,50500,87,0,4,No,196.9,2,No,195
5439,Yes,74635,100,0,4,No,162.07,5,No,77
5440,No,72497,2,1,1,Yes,137.15,5,No,153
5441,Yes,39730,65,0,3,No,169.62,4,No,88
5442,Yes,66895,58,1,2,No,90.61,4,No,65
5443,Yes,39010,29,1,4,No,78.2,1,Yes,89
5444,No,88401,97,1,1,No,31.44,1,No,120
5445,Yes,89623,50,0,3,No,44.23,1,Yes,218
5446,Yes,59246,2,0,0,No,151.32,5,Yes,109
5447,Yes,86299,66,0,1,No,197.77,4,No,216
5448,Yes,49875,18,1,3,No,132.65,5,Yes,69
5449,Yes,62202,12,0,3,No,30.59,4,No,132
5450,Yes,53304,71,0,0,No,138.94,4,No,50
5451,Yes,64506,24,1,0,No,34.89,3,Yes,112
5452,Yes,66324,21,0,2,No,72.24,3,No,120
5453,Yes,64946,83,3,1,No,81.65,4,No,13
5454,Yes,63196,26,1,0,No,82.69,4,Yes,238
5455,No,67545,66,1,3,No,50.07,5,Yes,89
5456,Yes,90107,48,0,3,No,157.94,4,Yes,232
5457,Yes,24782,82,0,3,No,69.87,5,Yes,176
5458,Yes,103418,116,1,3,No,47.66,2,No,32
5459,No,57984,12,0,4,No,72.03,4,No,113
5460,No,63441,42,1,2,No,192.38,4,No,99
5461,No,91586,64,2,2,Yes,190.17,4,No,169
5462,Yes,77133,64,0,3,No,132.75,3,No,170
5463,Yes,75700,117,1,2,No,132.11,1,No,102
